context,good_response,bad_response,good_score,bad_score
"Category: Clothing, Sentiment: neutral, Outcome: abandon, Message: The quality of materials seems poor compared to previous versions",I can help you with that. I recommend ActiveWear Jacket for your needs.,I can help you with that. I recommend ComfortFit Shirt for your needs.,4.046163172382545,3.4569021410308647
"Category: Electronics, Sentiment: positive, Outcome: purchase, Message: What are the best-selling products in your sports equipment category?",Great choice! Our SmartView Monitor is highly rated for excellent durability.,Perfect! I suggest UltraSound Headphones - it's one of our best sellers.,4.04554519626074,3.2532531893659815
"Category: Electronics, Sentiment: positive, Outcome: abandon, Message: I need durable furniture that can withstand kids and pets",Great choice! Our SmartView Monitor is highly rated for long warranty coverage.,I'm glad you're interested! I recommend TechPro Laptop which has excellent reviews.,4.045418576767347,3.219044379647565
"Category: Electronics, Sentiment: neutral, Outcome: abandon, Message: The item was listed as new but appears to be refurbished",I can help you with that. I recommend SmartView Monitor for your needs.,I'd recommend UltraSound Headphones based on what you're looking for.,4.0450266888725315,3.340532918827083
"Category: Clothing, Sentiment: neutral, Outcome: abandon, Message: The battery life on this device is much shorter than advertised",Let me suggest ComfortFit Shirt which fits your requirements.,Let me suggest ActiveWear Jacket which fits your requirements.,4.0446118054480715,3.3213395194448423
"Category: Clothing, Sentiment: neutral, Outcome: purchase, Message: Looking for vegan leather handbags that are stylish and affordable",I can help you with that. I recommend TrekPro Jeans for your needs.,I can help you with that. I recommend ComfortFit Shirt for your needs.,4.043285079899583,2.984661771257522
"Category: Clothing, Sentiment: neutral, Outcome: escalate, Message: Looking for eco-friendly and sustainable clothing options",I can help you with that. I recommend TrekPro Jeans for your needs.,Let me suggest ComfortFit Shirt which fits your requirements.,4.040120335071146,3.2768851744116505
"Category: Electronics, Sentiment: positive, Outcome: abandon, Message: I need running shoes that are comfortable for long distances",Great choice! Our SmartView Monitor is highly rated for excellent durability.,Perfect! I suggest UltraSound Headphones - it's one of our best sellers.,4.038763301928657,3.469602525131031
"Category: Electronics, Sentiment: positive, Outcome: abandon, Message: The product arrived on time but the box was severely damaged",Great choice! Our TechPro Laptop is highly rated for long warranty coverage.,Great choice! Our TechPro Laptop is highly rated for long warranty coverage.,4.034981243118751,3.4190375194119884
"Category: Clothing, Sentiment: positive, Outcome: abandon, Message: The customer service representative was very helpful yesterday",Perfect! I suggest TrekPro Jeans - it's one of our best sellers.,Perfect! I suggest ComfortFit Shirt - it's one of our best sellers.,4.0347362649671945,3.4665193007471298
"Category: Electronics, Sentiment: neutral, Outcome: abandon, Message: What are the best-selling products in your sports equipment category?",Let me suggest UltraSound Headphones which fits your requirements.,I can help you with that. I recommend TechPro Laptop for your needs.,4.034539672631318,3.271943165311374
"Category: Clothing, Sentiment: positive, Outcome: abandon, Message: I want to track my package that was supposed to arrive yesterday",Great choice! Our TrekPro Jeans is highly rated for high customer ratings.,Great choice! Our ActiveWear Jacket is highly rated for excellent durability.,4.03448752712761,3.3051824918768764
"Category: Clothing, Sentiment: positive, Outcome: abandon, Message: What is the warranty period for electronic devices?",I'm glad you're interested! I recommend ActiveWear Jacket which has excellent reviews.,Perfect! I suggest TrekPro Jeans - it's one of our best sellers.,4.034352156983207,2.993132832176519
"Category: Electronics, Sentiment: negative, Outcome: purchase, Message: What are the best-selling products in your sports equipment category?",I apologize for the issue. I recommend TechPro Laptop which has premium quality materials.,I'm sorry about that. Our TechPro Laptop has excellent outstanding performance ratings.,4.032647254772014,3.1629517900281208
"Category: Clothing, Sentiment: positive, Outcome: purchase, Message: The customer service representative was very helpful yesterday",I'm glad you're interested! I recommend ComfortFit Shirt which has excellent reviews.,I'm glad you're interested! I recommend TrekPro Jeans which has excellent reviews.,4.031900278813816,3.464675103822147
"Category: Electronics, Sentiment: positive, Outcome: purchase, Message: Can you recommend something within $50-100 budget?",I'm glad you're interested! I recommend SmartView Monitor which has excellent reviews.,Great choice! Our UltraSound Headphones is highly rated for outstanding performance.,4.0312306419305415,3.2515413572932013
"Category: Clothing, Sentiment: positive, Outcome: abandon, Message: I need a birthday gift for my sister who loves reading",Perfect! I suggest TrekPro Jeans - it's one of our best sellers.,Great choice! Our TrekPro Jeans is highly rated for premium quality materials.,4.031050284694182,3.397355404661828
"Category: Electronics, Sentiment: neutral, Outcome: abandon, Message: My previous purchase broke after 2 weeks, need replacement",Let me suggest TechPro Laptop which fits your requirements.,I'd recommend UltraSound Headphones based on what you're looking for.,4.029406080278815,3.386574169705
"Category: Electronics, Sentiment: positive, Outcome: abandon, Message: I'm allergic to certain materials, what are the fabric contents?",I'm glad you're interested! I recommend TechPro Laptop which has excellent reviews.,Great choice! Our SmartView Monitor is highly rated for outstanding performance.,4.029228823548882,3.2447347732883305
"Category: Clothing, Sentiment: neutral, Outcome: abandon, Message: I need running shoes that are comfortable for long distances",Let me suggest ActiveWear Jacket which fits your requirements.,I'd recommend ComfortFit Shirt based on what you're looking for.,4.017408994928332,3.229465523989754
"Category: Clothing, Sentiment: positive, Outcome: purchase, Message: I'm looking for a durable product for outdoor use",Great choice! Our TrekPro Jeans is highly rated for long warranty coverage.,Great choice! Our ActiveWear Jacket is highly rated for premium quality materials.,4.015953863330775,3.346459260198448
"Category: Electronics, Sentiment: negative, Outcome: purchase, Message: I need running shoes that are comfortable for long distances",I'm sorry about that. Our TechPro Laptop has excellent outstanding performance ratings.,I apologize for the issue. I recommend TechPro Laptop which has outstanding performance.,4.01435812045812,3.1263218265156336
"Category: Clothing, Sentiment: positive, Outcome: abandon, Message: My previous purchase broke after 2 weeks, need replacement",I'm glad you're interested! I recommend TrekPro Jeans which has excellent reviews.,Great choice! Our ComfortFit Shirt is highly rated for long warranty coverage.,4.013484463426667,3.208123734202626
"Category: Electronics, Sentiment: neutral, Outcome: abandon, Message: The laptop I ordered arrived damaged, how do I get a refund?",I'd recommend UltraSound Headphones based on what you're looking for.,I can help you with that. I recommend SmartView Monitor for your needs.,4.008515312129226,3.4998331112735492
"Category: Electronics, Sentiment: positive, Outcome: purchase, Message: I received the wrong item and need to exchange it immediately",I'm glad you're interested! I recommend SmartView Monitor which has excellent reviews.,Perfect! I suggest UltraSound Headphones - it's one of our best sellers.,4.007816826535057,3.4579150899927895
"Category: Clothing, Sentiment: positive, Outcome: abandon, Message: Can you recommend a good quality backpack for hiking trips?",Perfect! I suggest ComfortFit Shirt - it's one of our best sellers.,Great choice! Our ActiveWear Jacket is highly rated for outstanding performance.,4.006405109710674,3.400011534091532
"Category: Electronics, Sentiment: positive, Outcome: purchase, Message: What are the shipping costs for express delivery options?",I'm glad you're interested! I recommend TechPro Laptop which has excellent reviews.,Great choice! Our TechPro Laptop is highly rated for outstanding performance.,4.006049537162793,3.35946984551589
"Category: Electronics, Sentiment: positive, Outcome: purchase, Message: What is the warranty period for electronic devices?",I'm glad you're interested! I recommend SmartView Monitor which has excellent reviews.,Perfect! I suggest TechPro Laptop - it's one of our best sellers.,4.005118733666172,3.168042227377499
"Category: Sports, Sentiment: positive, Outcome: abandon, Message: I'm allergic to certain materials, what are the fabric contents?",I'm glad you're interested! I recommend PowerLift Weights which has excellent reviews.,I'm glad you're interested! I recommend TrailRunner Shoes which has excellent reviews.,4.004957273109594,3.331832878268819
"Category: Electronics, Sentiment: negative, Outcome: abandon, Message: What's your return policy?",I'm sorry about that. Our SmartView Monitor has excellent outstanding performance ratings.,I'm sorry about that. Our TechPro Laptop has excellent premium quality materials ratings.,4.003238879093782,2.678257938158758
"Category: Clothing, Sentiment: positive, Outcome: purchase, Message: What are the best-selling products in your sports equipment category?",Perfect! I suggest ActiveWear Jacket - it's one of our best sellers.,I'm glad you're interested! I recommend ActiveWear Jacket which has excellent reviews.,4.001048776204677,3.3594990315397713
"Category: Clothing, Sentiment: positive, Outcome: abandon, Message: I love this brand and have been a loyal customer for years",I'm glad you're interested! I recommend TrekPro Jeans which has excellent reviews.,Great choice! Our ComfortFit Shirt is highly rated for outstanding performance.,4.000831404017968,3.253963483971137
